name,modelNumber,manufacturer,vendor,description,category,unit,tier,collection,color,finish,price,productUrl,imageUrl,sourceType,sourceWorkbook,sourceSheet,sourceRow,confidence
"Vanity Lights Bryant 40 1/2"" wide 5-light & Blubs",#062E6,,,,Lighting,ea,,,,,374.11,https://www.lampsplus.com/p/bryant-40-and-one-half-inch-wide-chrome-5-light-vanity-bath-light__062e6/,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,2 | 284 | 54 | 311,high
Shower Handheld Slide Bar,155746BG,,,,,ea,,,,,343.35,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,619 | 591,high
Stefan 3-Light Bath Vanity Satin Nickel,210P3,,Idlewood ordered,,Uncategorized,ea,,,,Nickel,63.67,https://www.lampsplus.com/p/stefan-3-light-bath-vanity-satin-nickel__210p3/,,derived,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Extract.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Extract | Raw Records | Sheet1 | Product Master,3 | 43 | 25 | 20 | 23,high
Shower Head,3638BG,,,,,ea,,,,,185.76,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,616 | 588,high
464 SQ FT,464SQFT,,,,,sqft,,,,,2448.16,https://www.maslandcarpets.com/products/masland-carpets-in-mesa-bella?variant=40380042510390,,derived,Product_Master_Refined.xlsx,Product Master | Raw Extract,46 | 134,high
Carpet & Padding,464SQFT,,,,,sqft,,,,,2583.00,https://www.maslandcarpets.com/products/masland-carpets-in-mesa-bella?variant=40380042510390,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,349 | 334,high
Delta Hand Shower Wall Supply Elbow,50560-CZ,,Ferguson,,,ea,,,,,,,,baseline,,John Daye 39938-CJC,10,medium
Delta GPM Hand Shower Package with Touch-Clean® Technology - Limited Lifetime Warranty,57014-CZ,,Ferguson,,,ea,,,,,,,,baseline,,John Daye 39938-CJC,11,medium
"Happy Floors, Cipriani - 12"" x 24""",7450-E,,,,Tile,ea,,,,,525.98,https://happy-floors.com/products/happy-floors-cipriani?variant=45938826051738,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,57 | 137 | 52 | 113 | 231,high
Shower Rod Mounted - brushed Nickel,829C,,Ferguson,,Shower,ea,,,,Nickel,125.65,https://www.fergusonhome.com/gatco-829/s1808424?uid=4294657,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,59 | 84 | 53 | 117 | 88,high
Schulter Edging 32 Linear Ft = 9 pieces,A100ABGB,,ProSource,Schulter Edging 32 Linear Ft = 9 pieces w/tile,Flooring,lnft,,,,,0.00,https://www.schluter.com/schluter-us/en_US/Profiles/For-Floors/Same-height-Transitions/Schluter%C2%AE-SCHIENE/p/A100ABGB?siteName=schluter.com&siteUid=schluter-us,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx | Product_Master_Refined.xlsx,Sheet1 | Product Master | Raw Extract,223 | 158 | 61 | 245,high
Schluter edge is texture beige 10' (4) or (6) 8',A100TSC,,ProSource,Schluter edge is texture beige 10' (4) or (6) 8' 173.778 141.768,Flooring,ea,,,beige,,141.77,https://www.schluter.com/schluter-us/en_US/Profiles/For-Floors/Same-height-Transitions/Schluter%C2%AE-SCHIENE/p/A100TSC?siteUid=schluter-us&siteName=schluter.com,,derived,Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Master | Raw Extract | Sheet1,62 | 164 | 153 | 119,high
Shower Wall Elbow,A725BG,,Ferguson,Shower Wall Elbow 66.55 1.0,Plumbing,ea,,,,,66.55,,,derived,Product_Master_Audit_Pass.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product_Occurrences | Product_Master | Sheet1,620 | 592 | 190,high
Shower El,A725BN,,Ferguson,Shower El 65.538 1.0,Plumbing,ea,,,,,65.54,,,derived,Product_Master_Audit_Pass.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product_Occurrences | Product_Master | Sheet1,681 | 652 | 215,high
Schulter Edging 32' Griege,A80TSBG,,,Schulter Edging 32' Griege 160 ProSource,,ea,,,,,0.00,https://www.schluter.com/schluter-us/en_US/Profiles/For-Floors/Same-height-Transitions/Schluter%C2%AE-SCHIENE/p/A80TSBG,,derived,compiled_products_db.xlsx,Sheet1,116,high
Pendant Lights,ATHENSDECOSWIRLPENDANTQTY2,,Idlewood,Athens Deco Swirl Pendant Qty 2,Kitchen,ea,,,,,291.64,,,baseline,,Gapinske Jane 40097-LNC  6.19.2,10,medium
Mounted Shower Rod 0.,B0014XAPZC,,Amazon,Mounted Shower Rod 67.198857 67.2,Plumbing,ea,,,,,67.20,https://www.amazon.com/Zenna-Home-648SS-Builder-Curtain/dp/B0014XAPZC?th=1,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,249 | 177,high
Bath Tub Drain - Match finishes,B0F6PZTBN,,Ferguson,,,ea,,,,,,https://www.fergusonhome.com/jones-stephens-b0f16pztbn/s2054315?uid=4932875,,derived,Product_Master_Enhanced.xlsx,Product Library | Raw Records,72 | 268,high
Bath Tub Drain - Match finishes,B0PZLMB,,Ferguson,,,ea,,,,,,https://www.fergusonhome.com/jones-stephens-b0pzlmb/s2054351?uid=4932885,,derived,Product_Master_Enhanced.xlsx,Product Library | Raw Records,73 | 25,high
Tub Drain Kit,B2S24PZLCP,,Ferguson,,Tub,ea,,,,,49.09,https://www.fergusonhome.com/jones-stephens-b2s24pzlcp/s2054377?uid=4932900,,derived,Product_Master_Enhanced.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Product Occurrences,74 | 80 | 132 | 83,high
LVP Flooring Walnut Glen 24 SQ FT,B47,,Home Depot,,,sqft,,,,,138.13,https://www.homedepot.com/p/Lifeproof-Walnut-Glen-22-MIL-x-7-4-in-W-x-47-8-L-Waterproof-Click-Lock-Luxury-Vinyl-Plank-Flooring-19-8-sqft-case-67400-500-07B47/328123953,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,54 | 166 | 51 | 106 | 265,high
Garbage Disposal,BADGER5WC,,Ferguson,,,ea,,,,,,https://www.fergusonhome.com/insinkerator-badger-5/s434080?uid=2564868,,derived,Product_Master_Enhanced.xlsx,Product Library | Raw Records,75 | 72 | 126,high
Elega 24 in. W x 32 in. H Rectangular Aluminum Recessed/Wall Mount Dimmable Fogless Lighted Medicine,BLMC2432,,Home Depot,Elega 24 in. W x 32 in. H Rectangular Aluminum Recessed/Wall Mount Dimmable Fogless Lighted Medicine Cabinet with Mirror Garwood Model #,Electrical,ea,,,,,32.00,,,derived,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,11,high
Amerock Blackrock 1 /8 Inch Mushroom Cabinet Knob (17),BP55272G10,,Ferguson,,Cabinetry,ea,,,,,159.14,https://www.fergusonhome.com/amerock-bp55272/s439071?uid=1315570,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,76 | 129 | 64,high
Kitchen Amerock Blackrock 1 /8 Inch Mushroom Cabinet Knob (17),BP55272G10,,Ferguson,Kitchen Amerock Blackrock 1-5/8 Inch Mushroom Cabinet Knob (17) 159.137,Cabinetry,ea,,,black,black,159.14,https://www.fergusonhome.com/amerock-bp55272/s439071?uid=1315570,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,125 | 99,high
Amerock Blackrock 6 /16 Inch Center to Center Handle Cabinet Pull (5),BP55278G10,,Ferguson,Amerock Blackrock 6-5/16 Inch Center to Center Handle Cabinet Pull (5) 51.975,Cabinetry,ea,,,black,black,51.98,https://www.fergusonhome.com/amerock-bp55278/s439698?uid=1315579,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,77 | 130 | 65 | 126 | 100,high
Shower Wall & Tub Deck Tile 24 X 24 TTL 328 Sq Ft,BR30,,,Shower Wall & Tub Deck Tile 24 X 24 TTL 328 Sq Ft Coastline 3000 1936.77 ProSource,,sqft,,,,,1936.77,https://www.daltile.com/products/stone-look/bryne/coastline,,derived,compiled_products_db.xlsx,Sheet1,222,high
Shower Base Tile 15 Sq Ft Matte Mist ProSource,BR31,,,,,sqft,,,,,0.00,https://www.daltile.com/products/stone-look/bryne/mist,,derived,compiled_products_db.xlsx,Sheet1,221,high
"Free Standing Combo 48"" Vanity Open bottom",C1654834543,,Wayfair,"Free Standing Combo 48"" Vanity Open bottom 1200 1926.839175 1613.38",Cabinetry,ea,,,,,1926.84,https://www.wayfair.com/home/pdp/sand-stable-carrie-48-single-bathroom-vanity-set-w002974012.html?piid=1654995866%2C1654834543,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,139 | 108,high
Cap A Treads Need: 14 Risers - 12 Treads 14 PCS,CA78096,,Home Depot,Cap A Treads Need: 14 Risers - 12 Treads 14 PCS 01D- 2200 1990.91235,Flooring,ea,,,,,1990.91,https://www.homedepot.com/p/Cap-A-Tread-2-Pack-Navarra-Maple-47-in-L-x-12-15-in-W-x-2-28-in-T-Vinyl-Overlay-Stair-Tread-and-Reversible-Riser-01D-CA78096/333401871,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,132 | 103,high
Shower Arm,CL10154BN,,Ferguson,Shower Arm 52.074000000000005 1.0,Plumbing,ea,,,,,52.07,,,derived,Product_Master_Audit_Pass.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product_Occurrences | Product_Master | Sheet1,677 | 648 | 212,high
Shower Arm Diverter Valve,CL703,,,,,ea,,,,,106.53,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,679 | 650,high
Shower Arm Diverter Valve BN,CL703,,Ferguson,Shower Arm Diverter Valve BN 106.535 1.0,Plumbing,ea,,,,,0.00,,,derived,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,214,high
14 PCS,D-CA78096,,Home Depot,,,ea,,,,,1990.91,https://www.homedepot.com/p/Cap-A-Tread-2-Pack-Navarra-Maple-47-in-L-x-12-15-in-W-x-2-28-in-T-Vinyl-Overlay-Stair-Tread-and-Reversible-Riser-01D-CA78096/333401871,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,6 | 136 | 3,high
Tub Drain -Kingston Brass,DLL200MB,,Ferguson Home,,Tub,ea,,,,,54.44,https://www.fergusonhome.com/kingston-brass-dll20/s478717?uid=3673997,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,88 | 172 | 67 | 160 | 271,high
Tub Drain -Kingston Brass 55 54. Fer,DLL200MB,,Ferguson,Tub Drain -Kingston Brass 55 54.4428 Home,Plumbing,ea,,,,,54.44,https://www.fergusonhome.com/kingston-brass-dll20/s478717?uid=3673997,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,161 | 124,high
"DreamLine SlimLine 30"" x 60"" Shower Base with Single Threshold and Left-Side Drain",DLT-1130601,,Ferguson,,,ea,,,,,,https://www.fergusonhome.com/dreamline-dlt-1130601/s822259?uid=2121664,,derived,Product_Master_Extract.xlsx,Sheet1,18,high
DreamLine SlimLine Shower Drain - Brushed Nickel,DN09X02R04,,Ferguson,,,ea,,,,,,https://www.fergusonhome.com/dreamline-dn09x02r/s2086405?uid=5094657&_br_psugg_q=dreamline+shower+drain,,derived,Product_Master_Extract.xlsx,Sheet1,19,high
tub overflow - Kingston Brass,DTT100MB,,Ferguson Home,,Tub,ea,,,,,44.23,https://www.fergusonhome.com/kingston-brass-dtt10/s483276?uid=3674010,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,97 | 173 | 73 | 169 | 272,high
tub overflow - Kingston Brass 45 44.,DTT100MB,,Ferguson,tub overflow - Kingston Brass 45 44.226000000000006 Home,Plumbing,ea,,,,,44.23,https://www.fergusonhome.com/kingston-brass-dtt10/s483276?uid=3674010,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,162 | 125,high
"Zenna Home Medicine Cabinet 24"" x 30""",EMRA2430,,Home Depot,"Zenna Home Medicine Cabinet 24"" x 30"" 200 210.492125",Cabinetry,ea,,,,,210.49,https://www.homedepot.com/p/Zenna-Home-24-in-W-x-30-in-H-Aluminum-Frameless-Beveled-Mirror-Medicine-Cabinet-EMRA2430/207018216,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,100 | 183 | 75 | 173 | 287 | 134,high
Window Master Bath Sliding windoe In Lous Estimate Endure Slider-white interior woodgrain print with,EN6000,,,Window Master Bath Sliding windoe 630.49 In Lous Estimate Endure Slider-white interior woodgrain print with Beige exterior,,ea,,,white,white,0.00,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,202 | 141,high
Shower Wall Tile 93 sq ft MSI Veneto White Matte 12x24 NVEN,EWHI1224,,ProSource,Shower Wall Tile 93 sq ft MSI Veneto White Matte 12x24 NVENEWHI1224 1200 340,Plumbing,sqft,,,white,white,0.00,https://www.msisurfaces.com/site-search/?key=Veneto%20White,,derived,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,92,high
Panasonic 100 CFM Sone Ceiling Mounted HVI Certified Exhaust Fan,FV-0510VS1,,Ferguson,,,ea,,,,,,https://www.fergusonhome.com/panasonic-fv-0510vs1/s1286588?uid=3162516,,derived,Product_Master_Extract.xlsx,Sheet1,21,high
Master Bathroom Electrical,FV-0511VKS3S,,,,,ea,,,,,248.60,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,229 | 216,high
Hall Bathroom Electrical,FV-0511VKSL3,,,,,ea,,,,,300.88,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,248 | 235,high
Master Bathroom Electrical,FV-0511VKSL3,,,,,ea,,,,,300.88,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,230 | 217,high
LVT Floor Tile 226 SQ FT,FY25,,,LVT Floor Tile 226 SQ FT Foussana Limestone 1200 1149.34 1149.34 ProSource,,sqft,,,,,0.00,https://coretecfloors.com/en-us/products/coretec-tile/foussana-limestone-vv870-12252?utm_source=google&utm_medium=cpc&utm_campaign=COR_GG_Search_Branded_Design_ManualCPC_FY25&utm_term=coretec+flooring&utm_content=Cj0KCQiA7-rMBhCFARIsAKnLKtAsVMQhxxFkowZv_RorSWjShO3bcv4mF-0EqMA2jlfTAQCnQRU5ncQaAh3VEALw_wcB,,derived,compiled_products_db.xlsx,Sheet1,179,high
Shower Handheld,H5BG,,,,,ea,,,,,301.93,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,618 | 590,high
Shower Handheld,H5BN,,,,,ea,,,,,270.84,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,680 | 651,high
LVT Floor Tile - Dusk Cherry,I06204LP,,Home Depot,,Uncategorized,ea,,,,,193.06,https://www.homedepot.com/p/Lifeproof-Dusk-Cherry-22-MIL-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-20-1-sqft-case-I06204LP/311573441,,derived,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Extract.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Extract | Raw Records | Sheet1 | Product Master,2 | 45 | 114 | 22 | 80,high
Flooring,I228133LX,,,,,ea,,,,,900.00,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,194 | 181,high
LifeProof Shallowford Oak LVP Flooring,I228133LX,,Home Depot,,Flooring,ea,,,,,847.50,,,baseline,,"Mrozek, Dan 40214-THC",5,medium
LVP L.P. Shallowford Oak 41 SQ FT,I228133LX,,Home Depot,,EnSuite Bath,sqft,,,,,179.46,https://www.homedepot.com/p/Lifeproof-Shallowford-Oak-22-MIL-x-8-7-in-W-x-59-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-25-sq-ft-case-I228133LX/327715775,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,115 | 185 | 81 | 208 | 289,high
LVT Flooring Pinecrest Place Oak 792 SQ FT,I233111L,,Home Depot,,LVT,sqft,,,,,3193.35,https://www.homedepot.com/p/Lifeproof-Pinecrest-Place-Oak-22-MIL-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-20-1-sq-ft-case-I233111L/327716118,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,116 | 103 | 82 | 209 | 173,high
733 SQ FT,IT13126L,,Home Depot,,,sqft,,,,,,https://www.homedepot.com/p/Lifeproof-Navarra-Maple-22-mil-x-8-7-in-W-x-48-in-L-Click-Lock-Waterproof-Luxury-Vinyl-Plank-Flooring-20-1-sq-ft-case-IT13126L/325477212,,derived,Product_Master_Enhanced.xlsx,Product Library | Raw Records,117 | 131,high
1 - Faucet & Drain kit (Ferguson out of stock),K-14406,,,,,ea,,,,,927.04,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,653 | 654 | 625 | 626,high
1 - Faucet & Drain kit (Ferguson out of stock) -BV,K-14406,,Supply House,1 - Faucet & Drain kit (Ferguson out of stock) -BV 892.68 1.0,Plumbing,ea,,,,,0.00,,,derived,normalized_products_db.xlsx,Sheet1,969,high
1 - Faucet & Drain kit ( out of stock) -BV Southern Pipe,K-14406,,Ferguson,1 - Faucet & Drain kit ( out of stock) -BV 927.03625 Southern Pipe 1.0,Plumbing,ea,,,,,927.04,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,277 | 208,high
2- Sinks,K-20000,,,,,ea,,,,,239.58,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,652 | 624,high
2- Sinks -0,K-20000,,Ferguson,2- Sinks -0 239.58 1.0,Plumbing,ea,,,,,0.00,,,derived,normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,207,high
Sink -0 350,K-20000,,Ferguson,Sink -0 350 119.79,Plumbing,ea,,,,,0.00,,,derived,normalized_products_db.xlsx,Sheet1,1278 | 1295,high
Toilet Tank,K-20250,,,,,ea,,,,,214.68,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,655 | 627,high
Toilet Tank -0,K-20250,,Ferguson,Toilet Tank -0 214.676 1.0,Plumbing,ea,,,,,214.68,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,278 | 209,high
Toilet Tank,K-20450,,,,,ea,,,,,214.63,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,623 | 595,high
Toilet Tank -0,K-20450,,Ferguson,Toilet Tank -0 214.632 1.0,Plumbing,ea,,,,,214.63,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,265 | 192,high
Skirted Toilet Bowl,K-20485,,,,,ea,,,,,358.95,,,derived,Product_Master_Audit_Pass.xlsx,Product_Occurrences | Product_Master,656 | 628,high
